query_id,expanded_reads,unique_sectors,baseline_sector_rereads,bonus_exposures,unique_bonus_nodes,bonus_in_gt100,bonus_visited_later,bonus_in_final_topk,bonus_gt100_fraction,bonus_later_fraction,bonus_final_fraction,estimated_avoidable_reads,estimated_io_savings_fraction
800,107,105,2,426,420,1,2,0,0.002380952380952381,0.004761904761904762,0.0,2,0.018691588785046728
801,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
802,106,105,1,423,420,1,1,0,0.002380952380952381,0.002380952380952381,0.0,1,0.009433962264150943
803,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
804,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
805,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
806,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
807,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
808,106,103,3,421,412,3,3,0,0.007281553398058253,0.007281553398058253,0.0,3,0.02830188679245283
809,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
810,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
811,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
812,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
813,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
814,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
815,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
816,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
817,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
818,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
819,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
820,108,100,8,424,400,8,8,0,0.02,0.02,0.0,8,0.07407407407407407
821,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
822,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
823,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
824,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
825,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
826,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
827,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
828,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
829,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
830,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
831,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
832,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
833,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
834,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
835,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
836,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
837,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
838,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
839,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
840,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
841,103,103,0,412,412,0,0,0,0.0,0.0,0.0,0,0.0
842,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
843,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
844,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
845,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
846,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
847,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
848,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
849,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
850,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
851,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
852,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
853,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
854,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
855,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
856,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
857,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
858,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
859,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
860,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
861,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
862,106,105,1,423,420,1,1,0,0.002380952380952381,0.002380952380952381,0.0,1,0.009433962264150943
863,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
864,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
865,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
866,104,103,1,415,412,1,1,0,0.0024271844660194173,0.0024271844660194173,0.0,1,0.009615384615384616
867,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
868,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
869,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
870,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
871,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
872,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
873,105,104,1,419,416,0,1,0,0.0,0.002403846153846154,0.0,1,0.009523809523809525
874,109,108,1,435,432,0,1,0,0.0,0.0023148148148148147,0.0,1,0.009174311926605505
875,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
876,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
877,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
878,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
879,106,104,2,422,416,2,2,0,0.004807692307692308,0.004807692307692308,0.0,2,0.018867924528301886
880,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
881,105,104,1,419,416,0,1,0,0.0,0.002403846153846154,0.0,1,0.009523809523809525
882,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
883,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
884,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
885,106,105,1,423,420,1,1,0,0.002380952380952381,0.002380952380952381,0.0,1,0.009433962264150943
886,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
887,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
888,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
889,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
890,107,106,1,427,424,0,1,0,0.0,0.0023584905660377358,0.0,1,0.009345794392523364
891,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
892,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
893,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
894,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
895,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
896,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
897,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
898,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
899,110,109,1,439,436,0,1,0,0.0,0.0022935779816513763,0.0,1,0.00909090909090909
900,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
901,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
902,106,105,1,423,420,1,1,0,0.002380952380952381,0.002380952380952381,0.0,1,0.009433962264150943
903,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
904,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
905,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
906,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
907,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
908,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
909,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
910,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
911,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
912,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
913,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
914,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
915,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
916,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
917,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
918,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
919,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
920,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
921,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
922,107,105,2,426,420,1,2,0,0.002380952380952381,0.004761904761904762,0.0,2,0.018691588785046728
923,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
924,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
925,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
926,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
927,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
928,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
929,107,106,1,427,424,0,1,0,0.0,0.0023584905660377358,0.0,1,0.009345794392523364
930,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
931,108,107,1,431,428,0,1,0,0.0,0.002336448598130841,0.0,1,0.009259259259259259
932,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
933,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
934,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
935,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
936,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
937,106,105,1,423,420,1,1,0,0.002380952380952381,0.002380952380952381,0.0,1,0.009433962264150943
938,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
939,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
940,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
941,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
942,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
943,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
944,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
945,105,103,2,418,412,2,2,0,0.0048543689320388345,0.0048543689320388345,0.0,2,0.01904761904761905
946,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
947,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
948,111,111,0,444,444,0,0,0,0.0,0.0,0.0,0,0.0
949,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
950,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
951,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
952,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
953,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
954,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
955,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
956,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
957,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
958,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
959,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
960,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
961,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
962,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
963,106,105,1,423,420,1,1,1,0.002380952380952381,0.002380952380952381,0.002380952380952381,1,0.009433962264150943
964,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
965,105,104,1,419,416,0,1,0,0.0,0.002403846153846154,0.0,1,0.009523809523809525
966,105,103,2,418,412,2,2,0,0.0048543689320388345,0.0048543689320388345,0.0,2,0.01904761904761905
967,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
968,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
969,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
970,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
971,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
972,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
973,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
974,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
975,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
976,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
977,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
978,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
979,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
980,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
981,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
982,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
983,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
984,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
985,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
986,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
987,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
988,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
989,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
990,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
991,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
992,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
993,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
994,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
995,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
996,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
997,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
998,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
999,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
